gname	FC	catO
MINOS1	1.02874199974001	others
OTUD3	1.66266152870097	others
none	0.84046290131354	others
none	1.22101097142322	others
MUL1	2.34277445134941	others
CDA	0.570584227143327	others
CDA	0.689596285540007	others
CDA	0.623234509832646	others
DDOST	1.11013246083845	others
KIF17	0.856618084613706	others
HP1BP3	1.20021073176782	others
EIF4G3	1.18809962448459	others
ECE1	0.537086131616322	others
NBPF3	0.517079903014888	others
RAP1GAP	0.785353989066085	others
USP48	1.02018482061052	others
none	0.951072267978936	others
LINC00339	1.31484804034763	others
CDC42	1.13417679735216	others
none	0.606837577280779	others
ZBTB40	1.0249738179192	others
KDM1A	0.84573863408831	others
LUZP1	1.0106057496783	others
none	0.871800223623468	others
HNRNPR	1.20772952327822	others
C1orf213	1.00873160065874	others
none	0.92480884897554	others
none	0.454356388460853	others
none	1.02056501233635	others
none	0.689596285540007	others
ID3	1.11962125996098	down
ID3	0.689334191250341	down
RPL11	1.20823008237149	others
PITHD1	0.945046753049716	others
LYPLA2	0.661226176819584	others
GALE	0.931559894501413	others
GALE	0.781494687973779	others
HMGCL	1.1227595901408	others
FUCA1	2.18336632562351	others
PNRC2	0.966261122158231	others
none	1.04788330373503	others
none	0.849609702979009	others
RCAN3	1.25278744432949	others
none	0.778166381057427	others
SRRM1	1.2055460213199	others
none	0.468628493454642	others
none	1.24440766355969	others
none	0.862854960777054	others
CLIC4	0.652114831484023	others
RUNX3	0.743180208935576	others
SYF2	1.38761257569947	others
RSRP1	0.753374375239003	others
TMEM50A	1.07090114118155	others
none	0.921110944825132	others
LOC646471	1.37743821005982	others
AUNIP	0.894914053225173	others
none	0.825405012014734	others
STMN1	0.776741302361616	others
STMN1	0.82393115720962	others
STMN1	0.887906007966867	others
PAFAH2	1.1318182590424	down
PDIK1L	0.753187948300547	down
PDIK1L	0.798025876363795	down
ZNF593	1.41847905305501	others
CNKSR1	0.884872342133535	others
CEP85	0.619932960278357	down
SH3BGRL3	1.16613844843127	others
DHDDS	1.12027281433323	others
HMGN2	1.12875398889595	others
none	1.02709233488758	others
none	0.836515891299335	others
none	0.945869513606443	others
ARID1A	1.13820043823996	others
ARID1A	1.18809962448459	others
PIGV	1.86955327443835	others
ZDHHC18	0.891815428852523	others
SFN	0.788277250029202	others
SFN	0.206478852118405	others
none	0.827396795939526	others
GPN2	1.47359491317775	others
GPATCH3	1.21635407453179	others
NUDC	1.35332207542429	others
KDF1	0.86863621713278	others
TRNP1	0.567759193997858	down
FAM46B	0.586725382370392	others
none	1.06968437951935	others
SLC9A1	1.31683464146824	others
TMEM222	0.925478133661295	others
SYTL1	0.667764022520536	others
SYTL1	0.806074021756427	others
WASF2	1.25123344710748	others
AHDC1	1.32368873997499	others
none	1.34772913257273	others
none	0.92144384841573	others
IFI6	0.792554743336823	others
none	0.820013682303478	others
STX12	0.933809574059827	others
PPP1R8	0.774221678810292	others
RPA2	0.846036392867146	others
none	1.06655490586724	others
EYA3	0.716760512171962	others
DNAJC8	0.95699271256009	others
ATPIF1	0.657105378904885	others
SESN2	0.853910593349255	others
MED18	1.02204796487808	others
none	0.68582845348803	others
none	0.862980155559599	others
PHACTR4	0.849126835758602	others
PHACTR4	1.18809962448459	others
SNHG3	0.642624175565465	others
SNHG3	0.439893563462807	others
RCC1	0.66911694920271	others
TRNAU1AP	0.924370518050719	others
SNHG12	0.876301422607855	others
TAF12	0.962780884833489	others
RNU11	0.665440321571953	others
GMEB1	0.972734133641462	others
YTHDF2	1.21200504952452	others
YTHDF2	2.02185374692992	others
none	1.0995676107376	others
none	1.24720905853855	others
SRSF4	1.36662699104877	others
none	0.856757099727932	others
MATN1-AS1	1.10683426029276	others
PUM1	0.98315093228532	others
none	0.462250979301079	others
ZCCHC17	0.742804273645716	others
TINAGL1	0.785852848234647	others
PEF1	1.88217844291201	others
none	0.608883398517073	others
none	0.939770506368935	others
KHDRBS1	1.71078304642367	others
TMEM39B	0.865538640461625	down
KPNA6	0.754207173007941	others
KPNA6	1.05657568081471	others
TXLNA	0.714438644623624	others
EIF3I	1.46175020977855	others
MTMR9LP	0.907785738490041	others
HDAC1	0.810639834557565	others
MARCKSL1	0.953077314591751	others
none	0.899024290060116	others
ZBTB8A	0.562784032650596	others
RBBP4	1.11359688152539	others
KIAA1522	0.64651575007566	others
KIAA1522	0.556551651336635	others
S100PBP	0.870625660067142	others
RNF19B	0.954566528762803	others
AK2	1.12971635055414	others
AZIN2	1.02436496477957	others
none	1.08254940798402	others
none	1.01241021605803	others
PHC2	1.21848580413893	others
none	1.24454141187103	others
ZSCAN20	1.1510871751237	others
none	0.557473496838842	others
none	1.0247869613252	others
GJB3	0.659390303765167	down
SMIM12	1.64571288926468	others
ZMYM6NB	1.73088625495978	others
ZMYM6	0.689659659979232	others
ZMYM1	0.905890687552384	others
SFPQ	0.794640448316682	others
none	1.4517033446555	others
NCDN	1.07461472280715	others
TFAP2E	0.713722278955353	others
PSMB2	0.861034497457115	others
none	1.0334662677187	others
CLSPN	1.08719944406127	others
AGO3	1.05506521347426	others
ADPRHL2	1.37453465828388	others
TRAPPC3	0.997734934416372	others
THRAP3	0.912141188270832	others
STK40	1.2598881214323	others
STK40	1.01363565613149	others
none	0.654544448403592	others
LSM10	0.878854550101532	others
none	0.68080817880461	others
MRPS15	1.00545556230402	others
none	0.672655101931623	others
ZC3H12A	0.772610996438356	others
SNIP1	1.10338663878159	others
GNL2	0.990357662018362	others
C1orf109	1.39376267532746	others
CDCA8	1.12142736721834	others
none	0.616505303426712	others
C1orf122	1.22830604155683	others
C1orf122	1.43234918017893	others
none	1.11150980179421	others
INPP5B	0.864807209658852	others
SF3A3	1.10543614650021	others
UTP11L	0.91694863336146	down
RRAGC	0.956557675742161	others
none	0.887515165560393	others
AKIRIN1	1.23596826366608	others
NDUFS5	0.761669610174826	others
MACF1	1.3646749402254	down
MACF1	0.586930706636196	down
PPIEL	0.853060684825162	others
PABPC4	0.820713766002332	others
none	0.917604088262179	others
PPIE	0.891339682597271	others
TRIT1	0.908875270904193	others
MYCL	0.727340767343752	others
MFSD2A	0.583981171356832	others
none	0.794221965699496	others
CAP1	1.25214812176139	others
PPT1	0.959018189439358	others
RLF	1.07036886070412	others
ZMPSTE24	0.871757079335922	others
SMAP2	1.14581849905809	others
ZNF684	0.856618084613707	others
NFYC	0.923017155835641	others
CITED4	1.06748037326788	down
none	0.641148390706518	others
none	0.829157139746043	others
CTPS1	0.745271057071619	down
HIVEP3	1.03746892724407	down
FOXJ3	1.37743821005982	others
FOXJ3	0.875103332216907	others
PPCS	1.12417420272139	others
PPIH	0.900717156436122	others
YBX1	0.977616932389883	others
C1orf50	0.941977291728837	others
ZNF691	1.06133826784705	others
none	0.758296142758899	others
SLC2A1-AS1	1.00585772265865	others
none	1.18809962448459	others
WDR65	1.51114786074928	others
none	0.891748244227663	others
CDC20	0.72029664260777	others
ELOVL1	0.622337898539548	others
ELOVL1	0.832025810952745	others
none	0.775825306840095	others
SZT2	1.08555095159443	others
none	1.25924331457349	others
KDM4A	0.854155320288422	others
ST3GAL3	1.0334662677187	others
IPO13	0.839391139310916	others
DPH2	1.0235754430525	others
ATP6V0B	1.08438578723569	others
CCDC24	0.727340767343752	others
SLC6A9	0.66855581944808	down
DMAP1	1.06561512711505	others
RNF220	1.56527410844795	others
RNF220	1.21704236807739	others
RNF220	1.00318139499283	others
C1orf228	0.530644383023412	others
none	0.444118751585091	others
KIF2C	0.61033234467334	others
RPS8	1.09432970381495	others
PLK3	0.782479020222316	others
none	0.747041759246692	others
none	0.541468491135773	others
EIF2B3	0.817282013846454	others
UROD	1.06952680766976	others
LINC01144	0.760328563404192	others
TOE1	0.908781492783763	down
MMACHC	0.859651030794007	down
PRDX1	0.877897430021409	others
PRDX1	0.990449040004714	others
AKR1A1	0.820941845793071	others
NASP	0.81430484019832	others
GPBP1L1	0.792989179570207	others
TMEM69	0.891232626341179	others
IPP	1.15779611425288	others
PIK3R3	1.24198169362221	others
none	2.03072347163678	others
RAD54L	0.898319228268837	others
UQCRH	0.954635867567947	others
NSUN4	0.851912494136753	down
EFCAB14	1.49366231156837	others
none	1.66097509691627	others
STIL	0.843097918645145	others
none	0.719729207473582	others
CMPK1	1.46157524137363	others
FOXD2	1.00601539084711	others
none	0.954155957216176	others
FAF1	1.35296081197089	others
CDKN2C	1.41244573768388	others
RNF11	1.54125025596621	others
OSBPL9	0.749647017789107	others
NRD1	0.808950405003095	others
KTI12	1.10025492027131	others
TXNDC12	0.782503582820409	others
BTF3L4	1.17623049736686	others
ZFYVE9	1.16339900859094	others
CC2D1B	1.38581665730351	others
PRPF38A	1.12754408806845	others
ZCCHC11	0.936797706262233	others
COA7	0.703837912662284	down
ECHDC2	1.18809962448459	others
CPT2	1.23370805536692	others
C1orf123	0.964185931691949	others
LOC100507564	1.51751726528438	others
LRP8	0.769951000193909	others
none	0.812594054167084	others
NDC1	0.819187363372829	down
HSPB11	1.10353737363159	others
LRRC42	1.51066060850756	others
LRRC42	0.762693109323867	others
none	1.18809962448459	others
TCEANC2	0.884916307231744	others
MRPL37	1.24600862324095	others
none	0.765288370219612	others
none	0.925051737144829	others
none	0.870116756617669	others
TTC4	1.09678539203061	others
PARS2	1.55106284988721	others
DHCR24	0.604087520283256	others
PCSK9	0.650581853656929	others
LOC100507634	0.944045546625944	others
none	1.09679513845311	others
PPAP2B	0.995206737708807	down
OMA1	1.0751266015542	others
MYSM1	1.15630391642523	others
none	1.0458122443068	others
JUN	1.07785841090947	others
LINC01135	0.533241563745052	others
LINC01135	1.29913697256726	others
none	0.891411863546327	others
FGGY	0.948684083026739	others
FGGY	1.30071570263479	others
HOOK1	0.795755125289848	down
none	0.951923001174567	others
TM2D1	1.15511518182816	others
INADL	1.11574276550258	others
none	0.857531807524885	others
USP1	1.30780739521352	others
USP1	1.13413014121793	others
ATG4C	0.735043883392505	others
LINC00466	1.752517498349	others
none	1.73435232539705	others
ALG6	1.01103559699061	others
EFCAB7	1.08233407927825	others
PGM1	0.809723947897141	others
ROR1	1.63308075725035	others
none	0.986299263637951	others
none	0.75556141882405	others
LINC01359	1.04884056917795	others
none	0.931106361284929	others
none	0.857306225556166	others
none	1.27433801152144	others
none	1.18809962448459	others
LEPR	0.841209223175221	others
PDE4B	0.907446169881931	others
PDE4B	0.738989800796257	others
PDE4B	0.496961338773333	others
PDE4B	0.950758923941253	others
PDE4B	1.18809962448459	others
PDE4B	0.61708505892127	others
PDE4B	0.83786617509004	others
PDE4B	0.862020206082768	others
none	1.22892779027444	others
MIER1	0.684416491910076	others
MIER1	0.806891188821085	others
MIER1	1.583309478783	others
SLC35D1	1.14067049775866	others
SERBP1	1.02014208753288	others
none	1.07838917572719	others
GADD45A	1.10636067824324	others
GADD45A	0.777229437342945	others
none	1.16232739835694	others
GNG12-AS1	1.08028659140976	others
WLS	0.926739487109429	others
none	1.27759865457759	others
none	0.829740108978798	others
none	1.06320084661499	others
none	0.999512382502909	others
none	0.588464979766984	others
none	0.358503876714802	others
none	0.137399276300939	others
DEPDC1-AS1	0.879291240555627	others
SRSF11	1.06095459927221	others
SRSF11	1.30788968744821	others
HHLA3	1.05108648821783	others
CTH	0.537086131616322	others
ZRANB2-AS2	1.24424391789898	others
TYW3	0.757666325347877	others
ACADM	0.894069469937533	others
none	0.682525316193275	others
RABGGTB	0.85033934385948	down
ST6GALNAC3	0.691544225872274	others
ST6GALNAC3	1.13091071355874	others
PIGK	1.31981798640084	others
none	1.21566574106196	others
ZZZ3	1.05698833843306	others
USP33	0.932594328896506	others
FAM73A	0.786035453762225	others
FUBP1	0.97238712487291	down
none	0.570584227143327	others
DNAJB4	0.748062726527335	others
none	0.594810439402657	others
none	0.829323895836514	others
PRKACB	0.0926886231867411	others
PRKACB	0.825107964830074	others
PRKACB	0.573930478137833	others
none	0.910722280246943	others
SAMD13	1.01278412938471	others
SAMD13	0.978742862460874	others
SAMD13	0.636610394148656	others
SAMD13	0.756420157289529	others
none	0.939022135074823	others
none	0.906559429109095	others
none	0.762693109323867	others
RPF1	1.2938169079774	down
GNG5	0.924662900652087	others
GNG5	0.90359893356168	others
CTBS	0.792593757479068	others
CTBS	0.707699926078241	others
none	0.772033608128119	others
MCOLN3	0.735158418669351	others
C1orf52	1.35368842232216	others
LOC646626	1.42058049848261	others
DDAH1	0.714213734376777	down
CYR61	0.959039321438348	others
CYR61	0.287691406298487	others
none	0.636777292937217	others
ZNHIT6	1.08655264803292	others
none	2.114985856352	others
SH3GLB1	1.19919299165998	others
SH3GLB1	0.301458113675194	others
SEP15	1.13949239262374	others
LMO4	0.812696668840442	others
LMO4	0.975396366904229	others
PKN2	0.868808353406695	others
GTF2B	1.06537023974943	others
RBMXL1	0.764884293434476	others
LRRC8B	0.701505921624007	down
LRRC8C	0.703161002245982	others
LRRC8D	1.10727652077816	others
ZNF326	1.11303301983594	down
ZNF644	1.21391384772163	others
HFM1	1.19198802122648	others
CDC7	0.870863721306104	down
TGFBR3	0.720343866813492	others
TGFBR3	1.23262553171075	others
RPAP2	0.862082479388858	others
RPL5	0.992752760873181	others
MTF2	0.932642519257802	others
CCDC18	0.713061918395473	others
DR1	1.06665843629196	others
FNBP1L	0.866075475194901	others
FNBP1L	0.954502756754141	others
BCAR3	1.09860059439159	others
BCAR3	0.990302794659187	others
BCAR3	0.855182041441623	others
BCAR3	0.672655101931623	others
BCAR3	2.95552055346993	others
BCAR3	0.819696640148284	others
BCAR3	1.07339192059883	others
DNTTIP2	0.929561625091307	others
GCLM	1.08655264803292	others
none	0.781911718677893	others
ARHGAP29	1.36923282528122	down
none	0.476662723595614	others
none	1.12496999512834	others
none	0.714044911473283	others
none	0.871574510444928	others
none	0.844205242047407	others
none	0.874853019159086	others
ABCD3	0.996277283498178	others
F3	0.997534601433392	down
none	0.895312427789296	others
none	0.721415647600299	others
SLC44A3	0.746340468609694	others
CNN3	0.785353989066085	down
CNN3	1.05747397861422	down
ALG14	1.00070220737346	down
RWDD3	0.873531495802316	others
SNX7	1.27266187533759	others
AGL	0.775851316197085	others
SLC35A3	0.942213748875714	down
HIAT1	0.832270487630007	others
TRMT13	1.00551570853745	down
DBT	0.71803053467862	others
RTCA	0.72419955418692	others
CDC14A	0.745133053438405	others
EXTL2	0.824297966705264	others
SLC30A7	0.907918915734715	others
LOC102606465	0.945871456389771	others
RNPC3	1.10335642730309	others
PRMT6	1.40199644722322	down
PRPF38B	1.16600572165828	others
none	0.759273857685482	others
STXBP3	0.696121198353418	others
STXBP3	0.594976567019584	others
none	0.497917270012214	others
GPSM2	0.780962681514793	others
CLCC1	0.891486680785248	others
WDR47	1.327758690335	others
TAF13	0.724733530840387	others
TMEM167B	0.957916388742419	others
TMEM167B	0.738216806263231	others
SCARNA2	0.834438966817175	others
SARS	1.13421755534697	others
SARS	1.1510871751237	others
none	0.931905635377401	others
PSMA5	1.00031796662073	others
ATXN7L2	1.04841449554453	down
CYB561D1	0.851677972246033	others
GNAI3	1.11862011428081	others
AMPD2	0.733013585010329	others
AHCYL1	1.11031896167054	others
STRIP1	1.03236837933096	others
SLC6A17	0.680364742226218	others
KCNC4	0.505283748344021	others
LOC440600	0.877926056230952	others
RBM15	2.01609804785978	others
LAMTOR5-AS1	1.05142810877633	others
none	0.73230692966953	others
LRIF1	1.49132690683565	others
CEPT1	0.790109085804964	others
DENND2D	1.11915767335396	down
ATP5F1	1.11962125996098	others
RAP1A	0.698549858452905	others
FAM212B	0.626055124071381	others
DDX20	0.872923978008337	others
CTTNBP2NL	1.13296739132985	others
CAPZA1	1.04883720010235	others
SLC16A1-AS1	0.709553455706469	others
LRIG2	1.47267438484018	down
none	0.533724616162613	others
none	0.782553608541684	others
RSBN1	0.991312937199358	others
DCLRE1B	0.972734133641462	others
HIPK1	0.806891188821086	others
none	1.04758849938129	others
BCAS2	0.899439307105673	others
DENND2C	0.957624430598152	others
CSDE1	0.846588385979186	others
CSDE1	1.16698723666612	others
SIKE1	1.52277557504363	others
none	1.18809962448459	others
none	0.700999956692334	others
VANGL1	0.929348345105006	others
none	1.22549064335114	others
ATP1A1	0.899362542026589	others
ATP1A1-AS1	0.918485488822429	others
CD58	0.617339451485367	down
IGSF3	1.77987338380642	others
LOC101929099	0.848945405184797	others
TTF2	0.964352049252088	others
none	0.986299263637951	others
none	0.927931823502563	others
MAN1A2	0.991524570797531	others
FAM46C	0.917507554800205	others
WDR3	1.42268375475449	down
WARS2	0.820500375338228	down
none	0.819802381532995	others
PHGDH	0.708344431699839	others
NOTCH2	0.940209985993022	others
EMBP1	1.78127711688512	others
none	1.19227396087868	others
LINC01138	0.832381174040102	others
NBPF20	0.861474298165803	others
NBPF20	0.685003135779098	others
NBPF20	1.16115858991578	others
PDE4DIP	0.986726806775338	others
PDE4DIP	1.12359910198271	others
SEC22B	1.01160947094873	others
NBPF20	1.0247869613252	others
NOTCH2NL	0.953871962281646	down
NOTCH2NL	0.594873737085905	down
NBPF10	0.63291288407123	others
NBPF10	1.01565336822938	others
ANKRD34A	1.04971863660785	others
RBM8A	0.827187440662716	others
NBPF10	1.16115858991578	others
PIAS3	1.06561512711505	others
RNF115	0.937135767689803	others
GPR89A	0.676088033129821	others
NBPF10	0.957720195914172	others
PRKAB2	0.779223512815506	others
CHD1L	0.983490045067038	others
ACP6	0.532248451733012	others
ACP6	0.771222563261927	others
GPR89B	0.701993881614843	others
none	0.629832982468441	others
none	0.985408555836158	others
none	0.630988689456138	others
none	0.462844581791444	others
none	0.263231653328921	others
none	0.57792006570909	others
none	0.722260492312957	others
none	0.659719867725243	others
none	1.04458720518165	others
none	1.06197439895544	others
none	0.695160544740902	others
none	0.842757051329967	others
none	0.634882504436333	others
none	0.663780666816518	others
none	0.760953288118626	others
none	0.976809677585826	others
none	0.573382602003714	others
none	0.489217492434831	others
none	1.05500789576163	others
none	1.08970628084197	others
none	0.889582130895497	others
HIST2H2BF	1.0302126311976	others
HIST2H2BF	0.622637085068339	others
HIST2H3D	0.752513162916283	others
HIST2H2BE	0.577475735248751	others
HIST2H2AC	0.739501037701736	others
HIST2H2AB	0.517652893023239	others
BOLA1	0.884970025041321	others
SF3B4	1.19448382450869	others
none	1.14862787616284	others
OTUD7B	1.04304861594596	others
VPS45	0.718658750196664	others
ANP32E	1.0016645906853	others
ANP32E	0.975882416165562	others
APH1A	1.39653815509592	others
MRPS21	0.950910951719972	others
PRPF3	1.45175557443956	others
RPRD2	0.936839885167608	others
TARS2	1.03285217163111	others
LINC00568	0.830351718538359	others
ADAMTSL4-AS1	0.914273846754467	others
MCL1	0.935834295782466	others
ENSA	0.710795757970694	others
none	0.961296465625564	others
GOLPH3L	0.730102036814794	others
ARNT	0.945877478820046	others
SETDB1	0.931869285492454	others
none	0.662691801959308	others
PRUNE	0.643687397631813	others
MLLT11	1.06197439895544	others
GABPB2	0.826700499166084	others
SCNM1	0.914864976506374	others
VPS72	0.983431299853309	others
none	0.945263213726953	others
PIP5K1A	0.917934188985715	others
PSMD4	1.302953508699	others
none	1.39259181458521	others
ZNF687	1.11430461675263	others
PI4KB	0.995954132654198	others
PI4KB	0.802930170162903	others
RFX5	0.709530598860325	others
PSMB4	1.13372435562946	others
POGZ	1.72008453097023	others
POGZ	1.26717447469987	others
none	0.938629887060005	others
TUFT1	1.04488319561653	others
SNX27	1.0249738179192	others
OAZ3	1.1227595901408	others
THEM4	0.896607667546072	others
none	0.359192909727899	others
S100A10	0.672282131944247	others
S100A10	0.733733618907371	others
S100A10	1.04922181916786	others
S100A11	0.624456856314623	others
S100A11	0.656114717998953	others
S100A11	0.789195515538982	others
none	0.940400924915553	others
none	0.905890687552384	others
none	0.794254445097433	others
none	0.951269134554107	others
none	1.31494300076408	others
none	0.881361339333664	others
S100A6	0.83072374215658	others
S100A4	0.470874129388906	others
S100A4	0.304959369350865	others
S100A2	0.905890687552384	others
none	0.844966158929474	others
none	0.950953990854932	others
S100A16	0.95921878614255	down
S100A14	0.638856489078089	down
S100A13	0.912186270452279	others
CHTOP	0.883458695129567	others
SNAPIN	0.767194765568955	down
ILF2	0.977995286878065	others
none	0.737522920588239	others
none	0.621110649676326	others
INTS3	1.05798604480113	down
SLC27A3	0.738989800796258	others
none	1.12950038283307	others
GATAD2B	1.07625824057221	others
DENND4B	2.01563170124003	others
CRTC2	1.16863853317444	others
SLC39A1	0.877688226840021	others
CREB3L4	0.659284760613302	others
JTB	0.795851268877167	others
none	1.18809962448459	others
RPS27	1.01034925563957	others
TPM3	1.50462473852425	others
UBAP2L	0.89431269261257	others
HAX1	0.829740108978798	others
IL6R	1.20114133276653	others
none	0.596325865162764	others
none	0.950611637358298	others
ADAR	0.843134746325102	others
ADAR	1.03805259957839	others
PMVK	0.626290022363989	others
PYGO2	1.15880000365883	others
SHC1	0.837468634284825	others
CKS1B	0.754373555572354	others
FLAD1	1.07021589136776	others
none	0.760953288118626	others
none	0.745439555749646	others
none	0.96504392469179	others
none	0.93480723285563	others
ZBTB7B	0.595108724563583	others
ZBTB7B	1.04004982704103	others
ZBTB7B	0.675711646270212	others
EFNA3	0.637487028173503	down
EFNA1	0.594506422397747	down
EFNA1	0.792694044228229	down
SLC50A1	0.771904053086439	others
SLC50A1	0.636777292937217	others
DPM3	1.52961086298999	others
KRTCAP2	1.2672007978857	others
none	0.738345823417869	others
none	0.453774975437062	others
MTX1	1.12227693060733	others
GBAP1	0.904025171372945	others
GBAP1	0.585567564800135	others
GBA	0.987771542535178	others
GBA	0.744739480296649	others
FAM189B	1.15102943339303	others
SCAMP3	1.09910339793144	others
CLK2	1.50818985612069	others
FDPS	0.688994519075805	others
RUSC1	1.21280024037824	others
ASH1L-AS1	1.02198992515085	others
MSTO1	0.937556973372413	others
DAP3	0.992381228837559	others
none	0.507829533235091	others
GON4L	0.759273857685482	others
KIAA0907	1.05443199040151	others
ARHGEF2	1.23126400684552	others
SSR2	1.31974501223912	others
LAMTOR2	0.974065428621948	others
RAB25	0.912118294755301	others
LMNA	1.05127433183761	others
LMNA	1.0188546637318	others
LMNA	1.25286580631597	others
LMNA	0.79655288933004	others
SLC25A44	0.688139525344377	others
PMF1	0.782823271428806	down
PMF1	1.21806430606049	down
TMEM79	1.20303488060633	others
C1orf85	0.85385164828688	others
