gname	FC	catO
none	1.25682381440619	others
EXOSC10	0.835047986005088	others
MTOR	0.896726165473433	others
UBIAD1	1.05807997411925	others
PTCHD2	1.38072579695164	others
CLCN6	0.520104868781757	down
none	0.982209913044075	others
none	0.860816344173685	others
PLOD1	1.01651732488582	others
MFN2	0.746260653475563	others
none	1.01419435644568	others
PRDM2	1.20845555835349	others
DNAJC16	1.24130595435518	others
DDI2	1.3752701470481	others
none	0.834385500028166	others
FLJ37453	0.558068727816922	others
FLJ37453	0.476917911873795	others
FLJ37453	0.85602391638159	others
SPEN	0.863587402909438	others
EPHA2	0.68117107480105	others
EPHA2	0.955206990157308	others
none	0.459476019277837	others
ARHGEF19	0.873159866975292	others
SZRD1	0.935153638673031	others
NECAP2	1.0204771665637	others
none	1.02378672178268	others
none	0.485696537329946	others
none	1.04309064302084	others
none	1.14543310420207	others
none	0.845814305392115	others
none	0.67919151616721	others
none	0.797352734247745	others
none	1.03286323347599	others
none	1.06043187708208	others
none	0.851214229722294	others
none	0.954155742930689	others
none	1.00515454572646	others
none	0.883135544418612	others
none	0.849831457718254	others
none	0.734422787107201	others
none	0.934362820211449	others
RCC2	0.85602391638159	others
ALDH4A1	1.06526787999895	others
none	1.19616394495516	others
UBR4	0.852907073529639	others
MRTO4	1.30798482270081	others
PQLC2	0.931186709658117	others
none	0.827413313739724	others
MINOS1-NBL1	0.970258545538016	others
OTUD3	1.14018123302278	others
MUL1	0.829927836281889	others
CDA	0.607386264320547	others
DDOST	1.2323791763939	others
ALPL	0.809008260775501	others
USP48	1.07183870157286	others
none	1.09287080841603	others
LINC00339	0.749359051807819	others
CDC42	0.988410020640381	others
ZBTB40	0.823903498481095	others
KDM1A	0.794671768470423	others
LUZP1	0.892116017135472	others
none	0.21953800138948	others
HNRNPR	0.833116124200204	others
none	0.751143017030756	others
C1orf213	0.873368151972209	others
none	0.462845847068654	others
ID3	0.640977540806152	others
ID3	1.02856455936585	others
RPL11	0.966644805125443	others
TCEB3	1.06181826168101	others
PITHD1	1.03671651133287	others
GALE	0.703838997423381	others
GALE	0.810418036793581	others
HMGCL	0.803876587697318	others
none	0.634837750242601	others
PNRC2	0.787647433740007	others
none	0.760529050168794	others
none	0.364141650337119	others
RCAN3	0.588202421271965	others
none	0.819455147784306	others
SRRM1	1.01602356699489	others
none	0.761269040779561	others
CLIC4	0.878928577338347	others
RUNX3	1.26433889905067	others
RSRP1	1.10591583157957	others
AUNIP	0.741616007996092	others
none	0.586128971451609	others
STMN1	0.680662348177328	others
PAFAH2	0.739678494749137	others
none	1.62651446037847	others
ZNF593	0.843387853494075	others
CNKSR1	1.28211250684305	others
CEP85	0.875638023504735	others
SH3BGRL3	0.891155690708914	others
DHDDS	1.519093425266	others
HMGN2	0.858655002646786	others
none	0.951481601841417	others
none	0.700239921245502	others
none	0.839568478553498	others
none	0.965536405207476	others
SFN	0.955370227219899	others
none	1.07481457756693	others
GPN2	1.28542724996836	others
GPATCH3	1.03664604727724	others
NUDC	1.01006069287753	others
KDF1	0.945278458147092	others
TRNP1	0.87463684105241	others
FAM46B	1.11338496432659	others
SLC9A1	1.29878449573074	others
TMEM222	1.32992394956213	others
CD164L2	1.02079052799422	others
WASF2	0.945278458147093	others
none	0.847827070709248	others
STX12	1.17943015670687	others
PPP1R8	0.818797669582664	others
RPA2	0.638635236091939	others
SMPDL3B	1.47356755846804	down
DNAJC8	1.02467806904073	others
ATPIF1	0.937931790357987	others
SESN2	1.12414492876086	others
MED18	0.684809311999858	others
none	1.18759001610065	others
PHACTR4	0.772380835273497	others
PHACTR4	0.912713655362376	others
RCC1	0.930945016609398	others
TRNAU1AP	0.742284051823496	others
SNHG12	0.956334948014711	others
TAF12	1.05102718352491	others
RNU11	0.881362020503725	others
YTHDF2	1.26803030094583	others
none	0.998102574702185	others
SRSF4	1.15459566074747	others
SRSF4	1.14018123302278	others
MECR	0.869354336817845	others
MATN1-AS1	0.743366418745711	others
PUM1	0.743883628496398	others
ZCCHC17	1.1785711735286	others
PEF1	0.504749000107877	down
none	0.382865284889569	others
KHDRBS1	0.975176713048428	others
TXLNA	0.873368151972209	others
IQCC	0.451249974398744	others
MARCKSL1	1.03082513293478	others
ZBTB8OS	1.17010724963755	others
RBBP4	0.691952738468371	others
S100PBP	0.838664158668079	others
S100PBP	0.906126434455055	others
RNF19B	1.05179509092799	others
AK2	0.757450608354713	others
AZIN2	0.726643998247679	others
none	0.831502726620675	others
none	1.1009997473519	others
ZSCAN20	1.26616810959988	others
none	0.640500214566582	others
GJB3	0.628092503250863	down
SMIM12	0.862426974064735	others
ZMYM6	0.915939840749013	others
SFPQ	0.864108295244868	others
ZMYM4	0.939366534447341	others
NCDN	0.907491185467112	others
TFAP2E	0.975176713048428	others
PSMB2	0.863675085214118	others
C1orf216	0.820504251801441	others
CLSPN	0.710401167360092	others
CLSPN	0.631820173713261	others
AGO3	0.975371856370343	others
ADPRHL2	1.01502412731227	others
THRAP3	0.776680308573436	others
none	0.864608729573167	others
LSM10	0.966228479024854	others
none	0.713058190475225	others
MRPS15	0.770891764837265	down
ZC3H12A	1.03766743584791	others
GNL2	1.19526245200939	others
C1orf109	0.822202403096109	others
C1orf122	0.596060037220153	others
MTF1	0.927630803431318	others
SF3A3	1.09851809417907	others
UTP11L	1.25603368684389	others
none	0.572926888235328	others
none	1.02263677601012	others
AKIRIN1	1.24923151035759	others
NDUFS5	0.874581611353581	others
PPIEL	0.929815691874667	others
PABPC4	1.04143135940988	others
PPIE	1.04933013875802	others
TRIT1	0.621009393117487	others
MFSD2A	1.14018123302278	others
CAP1	0.612531970255699	others
PPT1	1.18697389648473	others
RLF	0.743485181129333	others
none	1.34701683085004	others
ZMPSTE24	0.70065558763985	others
NFYC	0.904700765176637	others
CITED4	0.701193661515571	down
CTPS1	1.30847366594127	others
CTPS1	0.757248828984904	others
FOXJ3	1.17139769388583	others
PPCS	0.865438767234159	others
PPIH	0.915939840749012	others
YBX1	0.818729027215419	others
ZNF691	0.719450150726552	others
none	0.928735355286745	others
SLC2A1-AS1	0.824533491267656	others
none	0.771389459538324	others
none	1.00281000012847	others
ELOVL1	0.906728892109026	others
SZT2	1.26658713468828	others
KDM4A	0.988325796882123	others
IPO13	1.14018123302278	others
ATP6V0B	1.02123535178345	others
DMAP1	0.624262123057722	others
ERI3	1.23103232728754	others
RNF220	1.17010724963755	others
RNF220	0.543511700993733	others
C1orf228	0.890346944767995	others
none	1.03457517822348	others
RPS8	0.871495423644551	others
PLK3	0.865358008131929	others
TCTEX1D4	0.70065558763985	others
none	0.80625037344979	others
EIF2B3	1.3875090492967	others
LINC01144	0.845669475415421	others
TOE1	0.607300398894487	others
MMACHC	0.800722722315474	down
PRDX1	0.865177190783075	others
PRDX1	1.01419435644568	others
AKR1A1	0.835047986005088	others
NASP	0.811628333817658	others
none	0.861488480163151	others
TMEM69	0.533096383493181	others
IPP	1.08875737385363	others
UQCRH	1.3443731349506	others
NSUN4	1.174697314749	others
MOB3C	1.24825528354627	others
EFCAB14	1.08961887235658	others
FAF1	0.78156733919508	others
none	0.635303934267306	others
RNF11	1.29810107139159	others
EPS15	1.06442168265582	others
OSBPL9	0.53045864851862	others
NRD1	0.876220586190856	others
none	0.587956704208329	others
RAB3B	0.927063245541888	others
TXNDC12	1.37896264307991	others
BTF3L4	0.896437026438339	others
CC2D1B	0.747466686631468	others
PRPF38A	0.621156002131354	others
ZCCHC11	1.19987658553706	others
COA7	0.661515727975434	others
ECHDC2	1.26212574992361	down
CPT2	0.845669475415421	others
C1orf123	1.15373867931318	others
LRP8	1.14018123302278	others
none	0.536454407670325	others
NDC1	0.566176950951816	down
HSPB11	1.21594078338974	others
LRRC42	0.416803411467542	others
TCEANC2	0.819414134218418	others
MRPL37	0.858119272427231	others
TTC4	0.760647951572757	others
PARS2	0.691290983801214	others
DHCR24	0.986517994070924	others
LOC100507634	0.812210319970543	others
PPAP2B	0.85048001229104	others
OMA1	1.1023014578393	down
MYSM1	1.24960361623034	others
JUN	0.827292557511793	others
LINC01135	1.19850252371448	others
none	1.04798328965167	others
FGGY	0.929426846142415	down
none	0.950602405679326	others
HOOK1	0.893388758342526	others
none	0.917263830476691	others
TM2D1	1.02130916702562	others
USP1	0.699294827127829	others
USP1	0.716096821165212	others
ATG4C	0.815078641122192	others
ALG6	0.875638023504735	others
EFCAB7	0.593986630377138	others
ROR1	0.769189508611898	others
none	1.11174778581523	others
none	0.94605275974989	others
none	0.876174001063816	others
LEPR	1.14018123302278	others
PDE4B	0.855846760947275	down
PDE4B	0.571669814895079	down
MIER1	2.35313999155766	others
MIER1	0.620440500020944	others
SLC35D1	1.50679899283718	others
SERBP1	0.94203243075959	others
none	0.899014814757093	others
GADD45A	1.24702552527391	others
GADD45A	0.603372742899061	others
none	0.958479044493255	others
WLS	1.03001879504957	others
none	0.516931041338303	others
none	0.794671768470424	others
none	0.907728382253611	others
DEPDC1-AS1	0.719450150726552	others
SRSF11	1.04837920137843	others
SRSF11	1.14018123302278	others
HHLA3	0.709382278480169	others
CTH	0.82667264507151	others
ZRANB2	0.901179001686317	others
TYW3	1.23664326627344	others
ACADM	0.632079079269314	others
RABGGTB	0.989475741669089	others
ZZZ3	1.17211908268729	others
none	0.739747897950086	others
FAM73A	1.62536473643673	others
FUBP1	0.978315640600467	others
DNAJB4	0.825545150322671	others
none	0.443607489375423	others
TTLL7	1.57652346862218	others
none	0.966549573171597	others
none	0.247512652008504	others
SAMD13	0.84857477956427	others
SAMD13	0.552458947959492	others
RPF1	0.869726258897528	others
GNG5	1.65956964719802	others
CTBS	0.540085847221318	down
CTBS	0.869032307214748	down
C1orf52	0.833000869133918	others
LOC646626	0.530096149954706	others
DDAH1	0.496011044874317	others
CYR61	1.16252677409133	others
CYR61	1.22755144244981	others
ZNHIT6	1.14018123302278	others
SH3GLB1	1.38407026682445	others
SEP15	1.14018123302278	others
HS2ST1	1.45514842446554	others
none	0.269813879570277	others
LMO4	1.07871593744204	others
PKN2	1.12793438841459	others
GTF2B	0.898275738039165	others
RBMXL1	0.985841979821728	down
none	0.440325744722353	others
ZNF326	0.847827070709248	down
ZNF644	1.00239498129797	others
ZNF644	0.859673549066381	others
HFM1	1.56060640853365	others
CDC7	0.760695799944095	others
TGFBR3	1.35598840646558	others
RPAP2	0.798354747439669	others
RPL5	1.0077420190497	others
MTF2	1.12366883283418	others
TMED5	0.956872353115582	others
TMED5	0.931186709658117	others
DR1	1.20784777504194	others
FNBP1L	0.836301726164961	others
BCAR3	1.1726650288354	others
none	1.0236876204534	others
DNTTIP2	0.816470472858585	others
GCLM	1.78413741114196	others
ARHGAP29	0.947542376334666	others
none	0.620860073182357	others
none	0.490505316770484	others
ABCD3	1.7080875942985	others
F3	0.769078474799879	down
CNN3	0.399803808982014	others
CNN3	0.983602037476582	others
RWDD3	1.65610034298784	others
AGL	1.11135237757341	others
SLC35A3	1.15478022448274	others
HIAT1	1.07913643173066	others
DBT	0.988494151024185	others
CDC14A	2.40704926971476	others
EXTL2	0.684867595875581	others
SLC30A7	0.807281602943137	others
LOC102606465	0.974655349492574	others
PRMT6	1.80252717751734	others
PRPF38B	0.871576393399218	others
STXBP3	0.614783537374941	others
CLCC1	0.563916349906574	others
WDR47	1.39320342065613	others
TAF13	0.86442762251254	others
SCARNA2	0.902363030149081	others
SARS	0.583404834731402	others
PSMA5	1.34520882737253	others
ATXN7L2	1.37622235237043	down
GNAI3	1.26672742980666	others
AMPD2	0.691290983801214	down
AHCYL1	0.903985497368345	others
STRIP1	0.957264457671533	others
STRIP1	0.77903785604724	others
LOC440600	0.552067785040981	others
RBM15	0.91235210380842	others
LAMTOR5-AS1	1.09349076484003	others
none	0.64659628366227	others
LRIF1	0.971577723518489	others
DENND2D	0.849689199131627	down
DENND2D	0.631438950571672	down
ATP5F1	1.11309854340229	others
DDX20	1.10940711067399	others
CTTNBP2NL	0.582362625868779	others
ST7L	1.14018123302278	others
CAPZA1	1.04346463455714	others
SLC16A1-AS1	1.1511921575329	others
none	1.55077281278168	others
RSBN1	1.03487482191237	others
none	0.673610907489162	others
BCAS2	0.772380835273497	others
DENND2C	0.870374981562526	others
CSDE1	0.848732893055688	others
SIKE1	1.00630476730582	others
none	0.619286253469227	others
none	1.33343228946732	others
ATP1A1	1.04254440050894	others
ATP1A1-AS1	1.24825528354627	others
CD58	0.761092843526716	others
TTF2	0.531543564149411	others
MAN1A2	0.922525491036054	others
FAM46C	1.42979104372984	others
WDR3	0.997954883789171	others
WARS2	0.812195715574896	others
none	3.54901482391598	others
PHGDH	0.623482789054754	others
NOTCH2	1.07051639190123	others
EMBP1	1.29384447197464	others
NBPF20	1.01945285818905	others
NBPF20	0.912650610024887	others
PDE4DIP	1.12368078102535	others
SEC22B	0.785624057451049	others
NOTCH2NL	1.12738458618751	others
NBPF10	0.965144485361305	others
NBPF10	1.0360291522783	others
NBPF10	1.0943697955807	others
NBPF10	0.97122423545712	others
RBM8A	0.937413024687677	others
RNF115	1.10940711067399	others
GPR89A	1.17632009936265	others
PRKAB2	1.28679207406429	others
ACP6	1.39976715297543	others
GPR89B	0.845814305392115	others
none	0.912830154053475	others
none	1.00143333780884	others
none	0.763850228367626	others
none	0.900353453946999	others
none	0.663578145264062	others
none	0.949682588228507	others
none	0.901898843676328	others
none	1.0372635201774	others
none	0.996387229473307	others
none	0.988949236222034	others
none	0.767012673784896	others
none	0.883548801152702	others
none	0.846646438049728	others
none	1.05168532856588	others
none	1.03210718249929	others
none	1.01358234524787	others
none	0.88001673581005	others
none	0.891462020308283	others
none	0.997954883789171	others
none	1.00386114299136	others
none	1.03162946653302	others
none	0.896522138599309	others
HIST2H2BF	0.793994962467383	others
HIST2H3D	1.33508400789847	others
HIST2H2AC	0.999740691573399	others
HIST2H2AB	0.867155013766936	others
BOLA1	0.456983423621648	others
SF3B4	0.654641500898543	others
OTUD7B	1.11786848873662	others
VPS45	0.543032305744074	others
ANP32E	0.82111281258808	down
MRPS21	0.802974214014195	others
PRPF3	1.04536366686704	others
none	1.43178768648129	others
RPRD2	1.01090898438074	others
TARS2	0.780754574626808	down
ADAMTSL4-AS1	0.787547861984808	others
MCL1	0.988213353019745	others
ENSA	0.357936312237921	others
ENSA	0.521861692337976	others
none	0.713679524909522	others
GABPB2	0.851070302303851	others
SCNM1	0.861521868536562	others
VPS72	1.0454293300015	others
none	0.642742807593784	others
PIP5K1A	0.67259902389672	others
PIP5K1A	1.03987203363661	others
PSMD4	0.840659017692804	others
none	0.450391874966294	others
ZNF687	0.558851576484994	others
PI4KB	0.778218936825073	others
PSMB4	0.985054534652335	others
POGZ	0.450391874966295	others
TUFT1	1.0278481066166	others
SNX27	1.04396340745124	others
OAZ3	0.842517574004348	others
THEM4	1.09578741473507	others
S100A10	0.908351407454379	others
S100A10	1.06427036531154	others
S100A11	1.00874823786165	others
none	0.912713655362376	others
S100A6	0.432308183695999	others
S100A6	0.748096902547272	others
S100A4	0.452753878393662	others
none	0.421013043993957	others
S100A16	1.02635282373598	others
S100A14	1.14018123302278	others
S100A13	0.788707363410334	others
CHTOP	0.915912697809803	others
ILF2	1.03381672943518	others
INTS3	0.871345158662348	down
none	0.684867595875581	others
CRTC2	0.597237788726219	others
SLC39A1	0.731647240734489	others
SLC39A1	0.62484508250401	others
JTB	0.5008272705801	others
RPS27	0.708408507175317	others
TPM3	0.883600364832001	others
UBAP2L	0.935129819304757	others
IL6R	0.710401167360092	others
none	0.816825272979329	others
ADAR	0.674801137911442	others
PMVK	0.802217997025389	others
PYGO2	1.00040419920213	others
SHC1	0.747015290601133	others
SHC1	0.588202421271965	others
SHC1	1.08858932202628	others
CKS1B	0.644450262143311	others
FLAD1	0.841588669573556	others
none	0.912600148587097	others
none	0.798614815141492	others
EFNA1	0.382585729353159	others
SLC50A1	0.65695608885571	others
KRTCAP2	1.08345579854404	others
none	0.822945865405968	others
none	0.440325744722353	others
MTX1	1.29170033375671	others
GBAP1	0.416803411467542	others
GBAP1	0.983095414466256	others
GBA	0.747675518883957	others
FAM189B	0.559197165240472	down
CLK2	1.16438890251371	others
FDPS	0.773197262349522	others
RUSC1	1.33761521276699	others
ASH1L-AS1	0.762887641684998	others
MSTO1	0.739273626474687	others
DAP3	1.07643944501312	others
none	0.982261394653975	others
KIAA0907	1.00502003689815	others
ARHGEF2	1.08681861681267	others
none	0.559197165240472	others
LAMTOR2	0.882084282804575	others
RAB25	1.78939474648771	others
LMNA	1.15717350177126	others
SLC25A44	0.824049652702232	others
PMF1-BGLAP	0.684716026755359	others
PMF1-BGLAP	1.27013590265345	others
TMEM79	0.731234932536387	others
TSACC	1.22071875705063	others
TSACC	0.795715603710763	others
RHBG	1.05264332645673	others
none	0.736252293787658	others
none	0.607386264320547	others
MEF2D	0.579153374230346	others
GPATCH4	0.904552505187993	others
none	1.01540079712426	others
none	0.873613888426595	others
CRABP2	0.662618412908527	others
CRABP2	0.73106784207857	others
RRNAD1	0.809693919103135	others
MRPL24	0.612448141002493	others
HDGF	0.668573423743286	down
HDGF	0.855510491532205	down
PRCC	0.873345650341928	others
ETV3	1.48569069757514	others
none	1.06442168265582	others
none	0.929426846142415	others
none	0.354402324188516	others
none	0.484904662320033	others
none	0.668573423743286	others
VSIG8	0.609864380454046	others
TAGLN2	0.788583495967298	others
PEA15	0.761092843526716	others
DCAF8	1.0778762476117	others
PEX19	1.05269929698523	others
NCSTN	0.867564060570077	others
none	0.694991163729721	others
F11R	0.962582910122037	others
F11R	0.953853690228361	others
USF1	0.939929863885959	others
PFDN2	1.09373800560841	others
NIT1	0.816470472858585	others
DEDD	0.865438767234159	others
none	1.62651446037847	others
UFC1	0.599993846819095	down
USP21	1.02995963154904	others
B4GALT3	0.88020505611205	others
NDUFS2	1.1034406991982	down
SDHC	0.902972932116516	others
none	0.774998631698759	others
none	1.04105100184708	others
none	0.819483938276697	others
none	1.03810592120337	others
none	1.08494232721679	others
none	1.13366963260575	others
none	1.63591220390225	others
none	1.74027661882425	others
none	0.875022806738414	others
none	0.277095837507528	others
HSPA6	0.969677737377418	others
none	1.09701071936184	others
none	1.07671089050314	others
none	1.02052675399802	others
none	1.0457562861886	others
none	0.705508035682718	others
DUSP12	1.18233211039885	others
DUSP12	0.726322346263151	others
none	0.901399822965654	others
ATF6	0.710980441541211	others
UHMK1	1.12780141507465	others
UAP1	1.02853557985042	others
none	0.653848005667093	others
NUF2	1.21602477402208	others
ALDH9A1	0.870087539920938	others
TMCO1	0.851070302303851	others
UCK2	0.811932613862963	others
UCK2	0.677705225868455	others
POGK	0.819003420903688	others
TADA1	1.20514882464801	others
CREG1	1.28248154291642	others
none	1.05861777765765	others
none	1.01295726147371	others
DCAF6	1.07603601597509	others
SFT2D2	1.50358561008184	others
none	0.516931041338303	others
none	0.925675357056122	others
ATP1B1	1.7371347581656	others
SLC19A2	0.818007349122478	others
METTL18	0.618322971028998	others
GORAB	0.503531813568437	others
PRRC2C	1.54468011835237	others
VAMP4	0.912650610024887	others
METTL13	1.08601585378179	others
SUCO	0.865438767234159	others
none	0.374542292517465	others
PRDX6	0.919093459306453	others
KLHL20	1.07920897457237	others
GAS5	0.848425543917668	others
none	0.59981098040535	others
none	0.983185538286426	others
RABGAP1L	1.48373866670196	others
CACYBP	1.45514842446554	others
CACYBP	0.751143017030756	others
MRPS14	0.677163473419621	others
KIAA0040	1.16934187836863	others
RASAL2	0.644450262143311	others
FAM20B	0.889039992268865	others
TOR3A	0.82667264507151	others
ABL2	0.724056695423226	down
ABL2	1.37979900528676	down
SOAT1	1.31536913054229	others
TOR1AIP2	1.06553761711294	others
TOR1AIP1	0.769175137443027	others
CEP350	1.27866478359235	others
QSOX1	1.32641773206462	others
ACBD6	1.13221350952157	others
XPR1	1.49342154617958	others
STX6	0.868102191585578	others
IER5	0.852315619772403	others
none	0.450391874966294	others
none	1.00912591888223	others
GLUL	1.02621737822279	others
RGS16	1.24808481974418	others
DHX9	0.941616215356119	others
LAMC1	1.11910579433474	others
LAMC2	1.10568255728836	others
SMG7-AS1	0.709924163957581	others
SMG7-AS1	0.806876122273126	others
SMG7-AS1	0.70562940192517	others
SMG7	0.931186709658117	others
ARPC5	1.07871593744204	others
TSEN15	0.980093384392438	others
EDEM3	1.04532422528378	others
RNF2	1.86355905457802	others
SWT1	0.61528961679746	others
SWT1	0.504223573169437	others
IVNS1ABP	0.476917911873795	others
IVNS1ABP	0.946245374819048	others
none	1.39814078800531	others
RGS2	0.985795880881106	others
none	0.898104538113486	others
TROVE2	0.958334146416277	others
TROVE2	0.646317422108959	others
GLRX2	1.16127616795382	others
CDC73	0.958720028828174	others
none	0.241283165494448	others
none	1.9403084140914	others
C1orf53	1.26847166711817	others
NEK7	0.531731851131274	others
NEK7	1.14018123302278	others
none	1.51772468766609	others
none	2.27009056304536	others
LOC101929224	0.80356451774732	others
none	0.830162166641965	others
ASCL5	0.8501155573027	others
LAD1	0.850389333306211	down
CSRP1	1.49055702806179	others
IPO9	0.901815818453559	others
TIMM17A	1.09638425864291	others
ELF3	0.835176025133131	others
none	0.82667264507151	others
PPP1R12B	1.2213329222059	others
KDM5B	1.20416446719914	others
PCAT6	0.928546665408344	others
RABIF	1.28598445975204	others
KLHL12	0.91244862988907	others
TMEM183B	0.763573063568518	others
BTG2	1.12150504574968	others
ATP2B4	0.787547861984808	others
SNRPE	0.89474104587502	others
SOX13	0.880310866521863	others
PPP1R15B	1.01959802388994	others
none	0.994052603003289	others
MDM4	1.39777271254041	others
none	1.45514842446554	others
RBBP5	1.23763262046063	others
DSTYK	0.780502610618119	others
NUAK2	1.10981688593829	down
ELK4	0.940561449692325	others
NUCKS1	0.997954883789171	others
none	0.620440500020944	others
none	0.705508035682718	others
RASSF5	0.733699510020007	others
EIF2D	1.15269694359383	others
DYRK3	0.931709277617772	others
YOD1	0.961679278733501	others
PFKFB2	0.912470287768589	others
none	0.876075719086333	others
CD55	0.928819109496416	others
CD46	0.934911289270726	others
none	0.747691996181893	others
LAMB3	0.144596788387505	down
C1orf74	1.10859726534902	others
DIEXF	0.876174001063816	down
HHAT	1.39814078800531	others
HHAT	1.00754489828941	others
RCOR3	1.04529791266028	others
LINC00467	0.908672353221202	others
none	1.06442168265582	others
none	0.602164680235262	others
DTL	1.2501665609671	others
DTL	0.612695253332527	others
PPP2R5A	1.33437268390257	others
TMEM206	1.16491401465017	others
ATF3	0.987968277356902	others
TATDN3	0.908476325380557	down
FLVCR1	1.04983406717312	others
ANGEL2	0.626916369282623	others
none	0.761523258956175	others
SPATA17	0.982042365751938	others
RRP15	0.956914444706835	others
LYPLAL1	1.17091388081315	others
BPNT1	0.465307605999951	others
RAB3GAP2	0.927063245541888	others
C1orf115	0.896726165473433	others
MARC2	0.919281739292586	others
none	0.809008260775501	others
none	0.951451167967146	others
MIA3	1.1822543412524	others
MIA3	0.5421166268687	others
BROX	0.358748612259504	others
BROX	0.89432005069981	others
none	0.865769383919826	others
none	0.383662879358377	others
FBXO28	1.14018123302278	others
DEGS1	1.67427834828804	others
CNIH4	0.904687690918248	others
none	1.23121366679706	others
DNAH14	1.19641705216077	others
SRP9	1.22766316906034	others
PYCR2	0.767572986936905	others
SDE2	0.804663670793855	others
H3F3AP4	0.996809668314424	others
LIN9	0.478007014207373	others
PARP1	0.97768509529982	others
none	0.599945736079319	others
none	0.719723945357114	others
SNAP47	1.02995963154904	others
WNT9A	1.47356755846804	others
ARF1	1.23499879917852	others
MRPL55	0.610934646554084	others
IBA57-AS1	0.62484508250401	others
IBA57	1.22340614054269	others
TRIM11	0.849689199131627	others
HIST3H2BB	0.986369167689373	others
RNF187	1.40229186130388	others
RHOU	0.803596367185798	others
LOC101927478	0.707424607011036	others
URB2	1.00630476730582	others
GALNT2	0.805817235068887	others
COG2	1.41273451581707	others
ARV1	1.20459825183763	others
GNPAT	1.16206570966429	others
EXOC8	1.02644744419258	others
none	0.774347682320285	others
TSNAX-DISC1	1.22755144244981	others
none	1.39261988240052	others
none	0.847827070709248	others
PCNXL2	1.40229186130388	others
KIAA1804	0.883135544418612	others
none	0.761092843526716	others
none	1.40129143905853	others
COA6	0.916234449423089	others
none	0.998102574702185	others
none	1.31010392050755	others
TOMM20	1.18697389648473	others
RBM34	1.08488631386552	others
GGPS1	0.796702683765368	others
TBCE	1.03822762053192	others
B3GALNT2	1.02833022303894	others
ERO1LB	1.266633865151	others
HEATR1	1.7080875942985	others
MTR	0.798437539201239	down
FH	0.879489976374973	others
none	0.729589653263885	others
SDCCAG8	0.870087539920938	others
none	0.65681263049442	others
ADSS	1.14018123302278	others
DESI2	1.86628632117843	others
none	0.716912097793907	others
COX20	1.03355996050166	others
HNRNPU	1.54346076881862	others
HNRNPU	0.837916760122349	others
EFCAB2	0.972233097225645	others
EFCAB2	0.74827241591663	others
TFB2M	1.57247743511673	others
CNST	0.859425252251098	others
none	0.969846034812095	others
ZNF670-ZNF695	0.807281602943137	others
ZNF670	0.713679524909522	others
ZNF669	1.16293934146635	others
ZNF496	1.06914190386248	others
none	1.01163768927726	others
ZNF672	0.785589513015697	others
ZNF692	1.18953972795883	down
none	1.26616810959988	others
none	1.04220647615724	others
PGBD2	0.836807069025589	others
ZMYND11	1.04798328965167	others
LARP4B	2.0286341418717	others
GTPBP4	0.73586164684449	others
IDI1	0.805837244883247	others
none	0.748366376313922	others
PFKP	1.15516390362755	others
PFKP	0.794671768470424	others
PITRM1	1.08592379841259	others
none	1.67359935373519	others
none	0.6596450811741	others
KLF6	0.916261490770738	others
none	0.804284961428509	others
none	0.767316458023937	others
AKR1E2	0.413372478904674	others
NET1	1.32224610057133	others
FAM208B	0.912558845304985	others
GDI2	0.771823843252675	others
none	1.03860606749737	others
FBXO18	1.05321088725445	others
IL15RA	0.67000340497215	others
