gid	dmso	jq1	chr	start	end	gname	else	dir	len	type	type2	LFC
97	0.0412371134020619	0.313868613138686	chr14	75519927	75530736	ACYP1	0	-	10810	no	no	2.9281455139287
98	0.0680851063829787	0.114992721979622	chr2	54342409	54532435	ACYP2	0	+	190027	no	no	0.756131405924003
100	0.0346534653465347	0.217391304347826	chr20	43248162	43280376	ADA	0	-	32215	no	no	2.64922269952454
102	0.00767543859649123	0.0189902732746642	chr15	58887402	59042177	ADAM10	0	-	154776	no	no	1.30693956870272
103	0.0124688279301746	0.0169491525423729	chr1	154554533	154600456	ADAR	0	-	45924	no	no	0.442887282205717
104	0.00720164609053498	0.0502354788069074	chr21	46494492	46646478	ADARB1	0	+	151987	yes	up	2.80230801929188
109	0.00202565833896016	0.00561009817671809	chr2	25042038	25142055	ADCY3	0	-	100018	yes	down	1.4696351581238
112	0.0128205128205128	0.072992700729927	chr12	49159974	49182820	ADCY6	0	-	22847	no	no	2.50929823078908
113	0.0152542372881356	0.357771260997067	chr16	50300450	50352045	ADCY7	0	+	51596	yes	down	4.5517555513456
115	0.0138504155124654	0.0685413005272408	chr16	4012649	4166186	ADCY9	0	-	153538	no	no	2.30704430855548
118	0.00912778904665314	0.0281124497991968	chr4	2845583	2931802	ADD1	0	+	86220	no	no	1.62287182492512
123	0.025974025974026	0.227272727272727	chr9	19115758	19127604	PLIN2	0	-	11847	no	no	3.12928301694497
128	0.0333333333333333	0.139655172413793	chr4	99992129	100009939	ADH5	0	-	17811	no	no	2.06683150847821
132	0.00249947927515101	0.00437387657279808	chr10	75910942	76469061	ADK	0	+	558120	no	no	0.807284944567494
133	0.214285714285714	0.323996265172736	chr11	10326641	10328923	ADM	0	+	2283	yes	up	0.596441509164453
136	0.0155763239875389	0.0433867998948199	chr17	15848230	15879210	ADORA2B	0	+	30981	no	no	1.47790138285017
141	0.217391304347826	1.31818181818182	chr3	119298279	119308792	ADPRH	0	+	10514	no	no	2.60018323765993
142	0.0219298245614035	0.120959843290891	chr1	226548391	226595801	PARP1	0	-	47411	no	no	2.46356199998426
143	0.0122448979591837	0.0222155508856199	chr13	24995068	25086948	PARP4	0	-	91881	no	no	0.859389165236013
152	0.244444444444444	0.648936170212766	chr4	3768295	3770253	ADRA2C	0	+	1959	no	no	1.40856996357763
153	0.272727272727273	4.66666666666667	chr10	115803805	115806667	ADRB1	0	+	2863	no	no	4.09686153925259
156	0.00900900900900901	0.056245434623813	chr11	67033904	67054029	ADRBK1	0	+	20126	no	no	2.64229567578711
157	0.0172413793103448	0.0548060708263069	chr22	25960860	26125258	ADRBK2	0	+	164399	no	no	1.66846051361002
158	0.0536672629695885	0.169756662804171	chr22	40742503	40762575	ADSL	0	+	20073	no	no	1.66135398247796
159	0.0445859872611465	0.15580985915493	chr1	244571793	244615436	ADSS	0	-	43644	no	no	1.80512425741234
160	0.0224089635854342	0.0393184796854522	chr19	50270179	50310369	AP2A1	0	+	40191	no	no	0.811131612803088
161	0.00782918149466192	0.0642448705011773	chr11	925808	1012245	AP2A2	0	+	86438	no	no	3.0366478765991
162	0.00788436268068331	0.114782608695652	chr22	29723668	29784572	AP1B1	0	-	60905	no	no	3.86376611630911
163	0.00858951175406872	0.0220642314292719	chr17	33914281	34053436	AP2B1	0	+	139156	no	no	1.36106146132827
164	0.0136319376825706	0.0464152507252383	chr16	71762904	71842976	AP1G1	0	-	80073	no	no	1.76760826610244
166	0.00847457627118644	0.0616541353383459	chr19	3052907	3062964	AES	0	-	10058	yes	down	2.86298452359137
172	0.055286129970902	0.10951239008793	chr16	90038987	90067195	AFG3L1P	0	+	28209	no	no	0.986104611998074
175	0.2	0.654676258992806	chr4	178351928	178363657	AGA	0	-	11730	no	no	1.71078166236255
178	0.0530612244897959	0.228611500701262	chr1	100315639	100389579	AGL	0	+	73941	no	no	2.10716810864867
182	0.0336879432624113	0.278409090909091	chr20	10618331	10654694	JAG1	0	-	36364	no	no	3.04690206443312
191	0.000655307994757536	0.000442673749446658	chr20	32868070	32899608	AHCY	0	-	31539	no	no	-0.565929308558554
196	0.0812807881773399	0.180020811654527	chr7	17338275	17385775	AHR	0	+	47501	yes	up	1.1471774046897
202	0.0248447204968944	0.0225	chr6	106959729	107018334	AIM1	0	+	58606	yes	down	-0.143014310217795
203	0.217391304347826	0.621794871794872	chr9	130628758	130640022	AK1	0	-	11265	no	no	1.51614448449453
204	0.02493321460374	0.060793593010557	chr1	33473540	33502512	AK2	0	-	28973	no	no	1.28585038774119
205	0.00585774058577406	0.0194942044257113	chr1	65613231	65697828	AK4	0	+	84598	yes	down	1.73462906941835
207	0.0156774916013438	0.0793201133144476	chr14	105235686	105262080	AKT1	0	-	26395	no	no	2.33899199185004
208	0.00893854748603352	0.044008124576845	chr19	40736223	40791302	AKT2	0	-	55080	no	no	2.29965757441528
210	0.0163934426229508	0.138075313807531	chr9	116148591	116163618	ALAD	0	-	15028	yes	up	3.07426464894059
211	0.0450819672131148	0.189338235294118	chr3	52232098	52248343	ALAS1	0	+	16246	no	no	2.07034340485847
214	0.00511073253833049	0.0242195909580194	chr3	105085556	105295757	ALCAM	0	+	210202	no	no	2.24457250233592
215	0.164383561643836	0.419354838709677	chrX	152990322	153010216	ABCD1	0	+	19895	no	no	1.35110546591308
217	0.0481927710843374	0.055045871559633	chr12	112204690	112247789	ALDH2	0	+	43100	no	no	0.191817607291154
219	0.0654205607476635	0.31042654028436	chr9	38392660	38398662	ALDH1B1	0	+	6003	no	no	2.24643587717381
220	0.0135516657255788	0.155119825708061	chr15	101419896	101456830	ALDH1A3	0	+	36935	yes	down	3.51684098869599
221	0.00485436893203883	0.00157977883096367	chr11	67776016	67796749	ALDH3B1	0	+	20734	no	no	-1.61956116224512
223	0.0388888888888889	0.101408450704225	chr1	165631448	165667900	ALDH9A1	0	-	36453	no	no	1.38274796132234
224	0.0304449648711944	0.105714285714286	chr17	19552063	19580908	ALDH3A2	0	+	28846	no	no	1.79589479527602
226	0.00450856627592426	0.00470342304677293	chr16	30064410	30081741	ALDOA	0	+	17332	no	no	0.0610423710481643
230	0.16	0.8	chr17	26900132	26903951	ALDOC	0	-	3820	no	no	2.32192809488736
231	0.0491803278688525	0.237410071942446	chr7	134127106	134143888	AKR1B1	0	-	16783	no	no	2.27122788347668
245	0.0150753768844221	0.072013093289689	chr17	6756894	6803668	ALOX12P2	0	+	46775	no	no	2.25606516864106
262	0.000915750915750916	0.00211249009770267	chr6	111135823	111216915	AMD1	0	+	81093	no	no	1.20591743503543
267	0.0123152709359606	0.091016548463357	chr16	56395363	56459450	AMFR	0	-	64088	no	no	2.88568050987277
268	0.0319148936170213	0.0358239508700102	chr19	2249112	2252072	AMH	0	+	2961	no	no	0.166694615933063
271	0.0310880829015544	0.107266435986159	chr1	110162434	110174677	AMPD2	0	+	12244	yes	down	1.78676516443312
272	0.00827966881324747	0.0133689839572193	chr11	10471867	10529126	AMPD3	0	+	57260	yes	down	0.691244858584722
274	0.0113207547169811	0.0601237842617153	chr2	127805598	127864903	BIN1	0	-	59306	no	no	2.40896567598992
275	0.08	0.142857142857143	chr3	49454210	49460111	AMT	0	-	5902	yes	down	0.836501267717121
283	2.27272727272727	3.54166666666667	chr14	21152335	21162345	ANG	0	+	10011	no	no	0.640003864279118
287	0.0128865979381443	0.0343195266272189	chr4	113739238	114304896	ANK2	0	+	565659	no	no	1.41315821125779
288	0.00527704485488127	0.0748987854251012	chr10	61786055	62493284	ANK3	0	-	707230	yes	down	3.82714017221536
291	0.340425531914894	0.991031390134529	chr4	186064416	186071538	SLC25A4	0	+	7123	yes	up	1.54159151114876
292	0.223684210526316	0.50259067357513	chrX	118602362	118605359	SLC25A5	0	+	2998	no	no	1.16792047711229
301	0.0152091254752852	0.0348675034867503	chr9	75766780	75785307	ANXA1	0	+	18528	no	no	1.19694587036512
302	0.0222605008612694	0.0356527161354216	chr15	60639349	60690185	ANXA2	0	-	50837	yes	up	0.67952593619285
306	0.00787728026533997	0.014865151836908	chr4	79472741	79531605	ANXA3	0	+	58865	yes	down	0.916164688101938
307	0.0137362637362637	0.0567842199641363	chr2	69969126	70053596	ANXA4	0	+	84471	no	no	2.04750042360393
308	0.0355731225296443	0.0852557673019057	chr4	122589151	122618147	ANXA5	0	-	28997	no	no	1.2610098149915
309	0.00707547169811321	0.0354477611940298	chr5	150480266	150537443	ANXA6	0	-	57178	no	no	2.32479627682786
310	0.062200956937799	0.0669110907424381	chr10	75135188	75173841	ANXA7	0	-	38654	no	no	0.105308586496201
311	0.00828729281767956	0.0113636363636364	chr10	81914879	81965433	ANXA11	0	-	50555	no	no	0.455451767724752
314	0.0302491103202847	0.0220458553791887	chr17	40996608	41002724	AOC2	0	+	6117	no	no	-0.456385256196917
317	0.0133689839572193	0.0578842315369262	chr12	99039077	99129211	APAF1	0	+	90135	no	no	2.11428056693264
318	0.113475177304965	0.317757009345794	chr9	34329503	34343711	NUDT2	0	+	14209	yes	down	1.48554720724799
322	0.142857142857143	0.582417582417582	chr11	6416353	6440702	APBB1	0	-	24350	yes	down	2.02748073642211
323	0.0016768475266499	0.00745834435334568	chr4	40812043	41216635	APBB2	0	-	404593	no	no	2.15310389551936
324	0.0102040816326531	0.0256227758007117	chr5	112043201	112181936	APC	0	+	138736	no	no	1.32828043044923
327	0.0234234234234234	0.0726714431934493	chr3	49711434	49720934	APEH	0	+	9501	no	no	1.63343661063267
328	0.454545454545455	0.808743169398907	chr14	20923289	20925931	APEX1	0	+	2643	no	no	0.831257051094842
329	0.0250696378830084	0.110419906687403	chr11	102217912	102249401	BIRC2	0	+	31490	no	no	2.13898722455747
330	0.0512820512820513	0.298507462686567	chr11	102188180	102210135	BIRC3	0	+	21956	yes	down	2.54124112329184
331	0.0143112701252236	0.0580503833515882	chrX	122993661	123047829	XIAP	0	+	54169	no	no	2.02015387742217
332	0.0136986301369863	0.0950920245398773	chr17	76210276	76221716	BIRC5	0	+	11441	no	no	2.79529271503581
333	0.04	0.188405797101449	chr19	36359400	36370699	APLP1	0	+	11300	no	no	2.23577145113765
334	0.0230547550432277	0.0491183879093199	chr11	129939715	130014706	APLP2	0	+	74992	yes	up	1.09119887429755
341	1	0.384615384615385	chr19	45417920	45422606	APOC1	0	+	4687	no	no	-1.37851162325373
348	1.52631578947368	0.578313253012048	chr19	45409038	45412650	APOE	0	+	3613	no	no	-1.40013041230976
351	0.00635593220338983	0.033074112245854	chr21	27252860	27543446	APP	0	-	290587	no	no	2.37952679199297
353	0.154088050314465	0.231182795698925	chr16	88875876	88878342	APRT	0	-	2467	no	no	0.585279054763214
355	0.121212121212121	0.350785340314136	chr10	90750287	90775542	FAS	0	+	25256	no	no	1.53305448178048
357	0.0084985835694051	0.0153121319199058	chrX	9754495	9917481	SHROOM2	0	+	162987	no	no	0.849380847138078
360	0.428571428571429	0.885714285714286	chr9	33441151	33447631	AQP3	0	-	6481	no	no	1.04730571477836
369	0.0444444444444444	0.106699751861042	chrX	47420498	47431320	ARAF	0	+	10823	no	no	1.26348182250381
372	0.0193661971830986	0.113615023474178	chr11	118443101	118473747	ARCN1	0	+	30647	no	no	2.55254102302878
373	0.024390243902439	0.03584229390681	chr5	64885506	64920187	TRIM23	0	-	34682	no	no	0.555358787676258
375	0.0173812282734647	0.125664572257129	chr1	228270360	228286913	ARF1	0	+	16554	no	no	2.85397603673888
377	0.0332409972299169	0.168141592920354	chr12	49329991	49351252	ARF3	0	-	21262	no	no	2.33864107719441
378	0.047438330170778	0.173629242819843	chr3	57557089	57583215	ARF4	0	-	26127	no	no	1.87188481543872
379	0.461538461538462	3.12121212121212	chr17	41476352	41478504	ARL4D	0	+	2153	yes	up	2.7575836252447
381	0.24	0.322784810126582	chr7	127228405	127231759	ARF5	0	+	3355	no	no	0.427538282847961
382	0.125	0.330815709969789	chr14	50359735	50363772	ARF6	0	+	4038	no	no	1.40409965279396
384	0.125	0.804347826086957	chr14	68086578	68118436	ARG2	0	+	31859	no	no	2.68589140957194
387	0.00678733031674208	0.0156128024980484	chr3	49396578	49449526	RHOA	0	-	52949	no	no	1.20181339321599
388	0.279518072289157	0.413112667091025	chr2	20646834	20649201	RHOB	0	+	2368	yes	up	0.563593733811657
389	0.0576923076923077	0.371794871794872	chr1	113243748	113250025	RHOC	0	-	6278	no	no	2.68805599368526
390	0.0639470782800441	0.253767329716697	chr2	151324706	151344209	RND3	0	-	19504	no	no	1.98855599751148
391	0.0163265306122449	0.0462555066079295	chr11	3848207	3862213	RHOG	0	-	14007	no	no	1.50240687449042
392	0.038860103626943	0.241319444444444	chr11	46698624	46722215	ARHGAP1	0	-	23592	no	no	2.63458251294076
393	0.0375586854460094	0.0958333333333333	chrX	153172829	153191714	ARHGAP4	0	-	18886	no	no	1.35138098067433
394	0.0105448154657293	0.0269240538481077	chr14	32546494	32628934	ARHGAP5	0	+	82441	yes	up	1.35236179898958
396	0.014344262295082	0.0551502145922747	chr17	79825596	79829282	ARHGDIA	0	-	3687	no	no	1.94289272515752
400	0.025974025974026	0.0650224215246637	chr12	101786902	101801572	ARL1	0	-	14671	no	no	1.32386763590217
402	0.277777777777778	0.705263157894737	chr11	64781584	64789657	ARL2	0	+	8074	yes	down	1.34423048868177
403	0.018018018018018	0.0524781341107872	chr10	104433483	104474190	ARL3	0	-	40708	no	no	1.54227610161961
405	0.0133779264214047	0.0529801324503311	chr1	150782180	150849244	ARNT	0	-	67065	no	no	1.98559693487303
406	0.00769230769230769	0.0402449693788276	chr11	13299324	13408812	ARNTL	0	+	109489	no	no	2.38732008087099
408	0.00482315112540193	0.0344478216818642	chr11	74971165	75062875	ARRB1	0	-	91711	no	no	2.83636483620339
409	0.0364963503649635	0.363157894736842	chr17	4613788	4624795	ARRB2	0	+	11008	no	no	3.31477283652039
410	0.0576923076923077	0.0873015873015873	chr22	51061181	51066601	ARSA	0	-	5421	no	no	0.597628912557317
414	0.251655629139073	0.815656565656566	chrX	2822010	2847416	ARSD	0	-	25407	no	no	1.69651096049581
421	0.00448430493273543	0.00897343862167983	chr22	19957401	20004309	ARVCF	0	-	46909	no	no	1.00077654709378
427	0.0357142857142857	0.0247074122236671	chr8	17913924	17942507	ASAH1	0	-	28584	no	no	-0.531557352460637
435	0.0307328605200946	0.154529307282416	chr7	65540775	65558329	ASL	0	+	17555	no	no	2.33002651874736
439	0.0449438202247191	0.238421955403087	chr19	12848305	12859137	ASNA1	0	+	10833	no	no	2.40732243048941
440	0.045045045045045	0.107142857142857	chr7	97481428	97501854	ASNS	0	-	20427	yes	up	1.2500953501263
444	0.00407450523864959	0.0181548110249216	chr8	62413114	62627199	ASPH	0	-	214086	no	no	2.15565512237858
445	0.0164835164835165	0.0452586206896552	chr9	133320093	133376661	ASS1	0	+	56569	no	no	1.45716856712873
463	0.00395778364116095	0.00784313725490196	chr16	72816785	73092534	ZFHX3	0	-	275750	no	no	0.986738100591077
466	0.041025641025641	0.116640746500778	chr12	51157788	51214943	ATF1	0	+	57156	yes	down	1.50747407691754
468	0.226608187134503	0.180307436643124	chr22	39916563	39918691	ATF4	0	+	2129	no	no	-0.329741084418357
471	0.0154479917610711	0.0914010823812387	chr2	216176678	216214496	ATIC	0	+	37819	no	no	2.56479194996699
472	0.00544464609800363	0.0418470418470418	chr11	108093558	108239826	ATM	0	+	146269	no	no	2.94221546084036
473	0.00966183574879227	0.0299463389302406	chr1	8412463	8877699	RERE	0	-	465237	no	no	1.63201040579592
475	0.0625	0.355	chr5	151122382	151138210	ATOX1	0	-	15829	no	no	2.50589092972996
476	0.0270906949352179	0.138544474393531	chr1	116915794	116947396	ATP1A1	0	+	31603	no	no	2.35447986518174
478	0.0258620689655172	0.0923566878980892	chr19	42470733	42498428	ATP1A3	0	-	27696	no	no	1.83637874064236
479	0.333333333333333	0.28	chr13	25254548	25285923	ATP12A	0	+	31376	no	no	-0.251538766995964
481	0.0343866171003717	0.104591836734694	chr1	169075946	169101960	ATP1B1	0	+	26015	no	no	1.60485115743055
483	0.0274390243902439	0.0827436037016875	chr3	141595469	141645382	ATP1B3	0	+	49914	no	no	1.59241860550801
487	0.0309278350515464	0.017175572519084	chr16	28889808	28915830	ATP2A1	0	+	26023	yes	up	-0.848547658629166
488	0.0172566371681416	0.0623430962343096	chr12	110719031	110788897	ATP2A2	0	+	69867	no	no	1.85307845603435
489	0.0233644859813084	0.100430416068867	chr17	3827162	3867758	ATP2A3	0	-	40597	no	no	2.10380706259033
493	0.0016	0.00447427293064877	chr1	203595914	203713209	ATP2B4	0	+	117296	no	no	1.48358135836613
498	0.00680272108843537	0.00854700854700855	chr18	43664109	43684199	ATP5A1	0	-	20091	no	no	0.32930762525296
501	0.0353697749196141	0.275862068965517	chr5	125877532	125931082	ALDH7A1	0	-	53551	no	no	2.96335815636573
506	0.111111111111111	0.286036036036036	chr12	57031958	57039852	ATP5B	0	-	7895	no	no	1.36419382186437
509	0.0474683544303797	0.125611745513866	chr10	7830092	7849762	ATP5C1	0	+	19671	no	no	1.4039334295727
513	0.0628571428571429	0.237623762376238	chr19	1241748	1244824	ATP5D	0	+	3077	no	no	1.91853051116439
514	0.412698412698413	0.417840375586854	chr20	57603732	57607422	ATP5E	0	-	3691	no	no	0.0178640160993837
515	0.0338164251207729	0.072463768115942	chr1	111991742	112004525	ATP5F1	0	+	12784	no	no	1.09953567355091
516	0.489795918367347	3.82407407407407	chr17	46970147	46973232	ATP5G1	0	+	3086	no	no	2.96485781265003
518	0.0642570281124498	0.225058004640371	chr2	176040985	176046490	ATP5G3	0	-	5506	no	no	1.80837071516611
521	0.36231884057971	1.02884615384615	chr4	666224	668127	ATP5I	0	-	1904	no	no	1.5056955352635
522	0.0575916230366492	0.136	chr21	27096790	27107965	ATP5J	0	-	11176	no	no	1.2396757659867
523	0.0162866449511401	0.0379310344827586	chr3	113465865	113530905	ATP6V1A	0	+	65041	yes	up	1.21968927910518
525	0.0625	0.0112359550561798	chr2	71162997	71192561	ATP6V1B1	0	+	29565	no	no	-2.4757334309664
526	0.0555555555555556	0.482758620689655	chr8	20054703	20079207	ATP6V1B2	0	+	24505	no	no	3.11929892837234
527	0.0740740740740741	0.273148148148148	chr16	2563726	2570224	ATP6V0C	0	+	6499	no	no	1.88264304936184
528	0.00872093023255814	0.0495049504950495	chr8	104033247	104085285	ATP6V1C1	0	+	52039	no	no	2.50501886611651
529	0.010126582278481	0.0252844500632111	chr22	18074902	18111588	ATP6V1E1	0	-	36687	no	no	1.32010305347904
533	0.36231884057971	0.547619047619048	chr1	44440319	44443972	ATP6V0B	0	+	3654	yes	up	0.595912800281697
535	0.004375	0.0117948717948718	chr17	40610861	40674597	ATP6V0A1	0	+	63737	no	no	1.43080481513716
537	0.0566037735849057	0.2421875	chrX	153656977	153664863	ATP6AP1	0	+	7887	no	no	2.09715426422892
538	0.0272727272727273	0.024390243902439	chrX	77166152	77305892	ATP7A	0	+	139741	no	no	-0.16115479181458
539	0.0666666666666667	0.569306930693069	chr21	35275756	35288158	ATP5O	0	-	12403	no	no	3.0941691638011
540	0.0222222222222222	0.055363321799308	chr13	52506805	52585630	ATP7B	0	-	78826	no	no	1.316927413829
545	0.0360515021459227	0.0869977855109143	chr3	142168076	142297668	ATR	0	-	129593	no	no	1.27091930527041
546	0.00398671096345515	0.0233722871452421	chrX	76760355	77041755	ATRX	0	-	281401	no	no	2.55152800019473
549	0.013262599469496	0.0928030303030303	chr9	93976096	94124206	AUH	0	-	148111	no	no	2.80680834313806
550	0.163793103448276	0.584507042253521	chr2	74753774	74756974	AUP1	0	-	3201	no	no	1.83534579352623
558	0.00808489135927236	0.0426457789382071	chr19	41725103	41767672	AXL	0	+	42570	no	no	2.39910265851661
567	0.21	0.446247464503043	chr15	45003684	45010357	B2M	0	+	6674	no	no	1.08745464414271
571	0.121464226289517	0.204143814747105	chr21	30671219	30734217	BACH1	0	+	62999	no	no	0.74905438366259
572	0.0274509803921569	0.0927152317880795	chr11	64037299	64052176	BAD	0	-	14878	no	no	1.75594869753378
573	0.0769230769230769	0.231362467866324	chr9	33252469	33264759	BAG1	0	-	12291	no	no	1.58866646948457
578	0.035	0.193154034229829	chr6	33540322	33548070	BAK1	0	-	7749	no	no	2.46432498295247
579	0.333333333333333	0.583333333333333	chr4	13542453	13546114	NKX3-2	0	-	3662	no	no	0.807354922057604
580	0.0126984126984127	0.0258928571428571	chr2	215590369	215674435	BARD1	0	-	84067	no	no	1.02790599656988
581	0.0290909090909091	0.195804195804196	chr19	49458116	49465055	BAX	0	+	6940	no	no	2.75077139369124
582	0.020746887966805	0.0357426528991263	chr11	66278118	66301084	BBS1	0	+	22967	no	no	0.784751769953258
583	0.0769230769230769	0.159420289855072	chr16	56518258	56554008	BBS2	0	-	35751	no	no	1.05134688000022
585	0.0357142857142857	0.572769953051643	chr15	72978519	73030817	BBS4	0	+	52299	no	no	4.00338263939465
587	0.0528052805280528	0.168896321070234	chr19	49298318	49314320	BCAT2	0	-	16003	no	no	1.67738379202664
593	0.0424242424242424	0.220417633410673	chr19	41903693	41930910	BCKDHA	0	+	27218	no	no	2.37727884143006
594	0.0326340326340326	0.156607700312175	chr6	80816343	81055987	BCKDHB	0	+	239645	no	no	2.26270597142789
595	0.0105513449249517	0.0182056684024327	chr11	69455872	69469242	CCND1	0	+	13371	yes	up	0.786960805350721
598	0.00255699978691668	0.00765965300849022	chr20	30252260	30310656	BCL2L1	0	-	58397	no	no	1.58282699745202
599	0.0902255639097744	0.120786516853933	chr14	23775970	23780968	BCL2L2	0	+	4999	no	no	0.420851258515734
602	0.0204081632653061	0.0714285714285714	chr19	45251977	45263301	BCL3	0	+	11325	yes	down	1.8073549220576
604	0.0526315789473684	0.184357541899441	chr3	187439164	187463513	BCL6	0	-	24350	yes	up	1.80850585553778
605	0.0222929936305732	0.0715630885122411	chr12	122459860	122499950	BCL7A	0	+	40091	no	no	1.68262528947345
607	0.004739336492891	0.00521512385919166	chr1	147013270	147098020	BCL9	0	+	84751	no	no	0.138016421204252
613	0.00259852750108272	0.0129147625670574	chr22	23522551	23660224	BCR	0	+	137674	no	no	2.31325488758451
617	0.176470588235294	1.25301204819277	chr2	219524378	219528166	BCS1L	0	+	3789	no	no	2.82790062732335
624	0.0222222222222222	0.0952380952380952	chr14	96671134	96710666	BDKRB2	0	+	39533	no	no	2.09953567355091
631	0.0601092896174863	0.177829099307159	chr20	17474549	17549865	BFSP1	0	-	75317	yes	down	1.56483154561492
636	0.00848010437051533	0.0360344209394048	chr12	32260184	32531141	BICD1	0	+	270958	no	no	2.0872217356683
637	0.0246406570841889	0.0721533258173619	chr22	18216905	18257431	BID	0	-	40527	no	no	1.55002516706012
638	0.0300546448087432	0.217391304347826	chr22	43506753	43525718	BIK	0	+	18966	no	no	2.85463435847709
639	0.666666666666667	0.758064516129032	chr6	106534194	106557814	PRDM1	0	+	23621	no	no	0.185355042011918
641	0.0196078431372549	0.0397350993377483	chr15	91260557	91358692	BLM	0	+	98136	no	no	1.01898310336757
642	0.00518134715025907	0.0412371134020619	chr17	28575212	28619184	BLMH	0	-	43973	no	no	2.99254419508095
644	0.00795755968169761	0.0288028802880288	chr7	43798271	43846941	BLVRA	0	+	48671	no	no	1.85581511115842
645	0.0487804878048781	0.0918367346938776	chr19	40953690	40971725	BLVRB	0	-	18036	no	no	0.912767161945188
648	0.04	0.0779220779220779	chr10	22610138	22620414	BMI1	0	+	10277	no	no	0.96203214980098
